text,sentiment
With an air of relaxing from strain the President dropped back easily in his chair.,relief
"The farmer glanced at the documents, and smiled with contentment as he took the check.",relief
"It was a relief when supper was over, and she followed her father into his office.",relief
"She looked around at their stolid, peaceful faces and felt somewhat reassured.",relief
"It was a kind of happiness to feel no longer the burden of exhaustion, and the song of the wanderers was like a cradle-song, lulling her to sweet dreams.",relief
He was greatly relieved to know that he would not be called upon to face the owner of the stolen horse that night.,relief
"This was consoling news to us, as we were now justified in expecting a spell of fine weather.",relief
"But it relieved Johnnie Green's mind and made him feel better, anyhow.",relief
"It's a great comfort to know that you feel just as I do about it.""",relief
"The air is cooler, the heavens show alternating cloud and sky; we feel able to breathe.",relief
"There was a sigh from the sleeper in the bed, a sigh of relief which escaped him involuntarily.",relief
It was a glorious feeling to be in the air--to be free of the smoke and smell of the city and for an hour Tim circled over Atkinson.,relief
"and he gathered up his handkerchief with a sigh of relief, and wiped his forehead.",relief
They were considerably relieved when the riders reached the foot of the slope and turned toward the east.,relief
"A deep sigh went up from the passengers in the car, and tense muscles were relaxed.",relief
"The day’s activities are over and the happy, contented people are ready for the night.",relief
He uttered a sigh of relief; for the youth must have entered the ravine.,relief
"It must have been a stone,"" said Bramwell, relieved, and drawing back.",relief
"he corrected, and a sort of sigh of relief ran down the regiment as it swung into position and the feet started rhythmically.",relief
And there was such a naturalness in the strange smiling that it radiated actual peace and rest and safety.,relief
"Njal paid down the money on the spot, and they were at peace after that.",relief
"A sense of peace, and leisure, and quietness, and trust fell upon him.",relief
I heaved a sigh of relief and applauded the usefulness of honesty.,relief
"It’s the best thing for her;” and the policeman, much relieved, returned to his beat.",relief
"It is a good thing for her, too, that things have been found out Annie, I don't think you need fear that text any more.""",relief
"Jane crossed the hall, entered her own little sanctum, drew the lamp to the edge of the table and sank into her easy-chair with a little sigh of relief.",relief
"exclaimed Jack, struck by the simplicity of the idea, and relieved at the thought that there would be no danger of being attacked by mistake.",relief
The good-for-nothing went on his way joyfully; he no longer had any care or thought; he rejoiced that now he could live without trouble.,relief
"Parish is really very agreeable, and easier to get on with than for a long while past.",relief
"It was a real relief to get up again on the sierra, about fourteen miles south of Papasquiaro, and find ourselves once more among the quiet pines and madroñas.",relief
"He felt a relief as soon as he had realized it; he felt more settled and definite in his mind, cleared of the cobwebs of a vague uneasiness.",relief
"It was none too clean, but he drank his fill of it, and felt relief.",relief
"After indulging a laugh at the notice, we went to the inn, and were very well contented.",relief
"This appointment gave general satisfaction; and the commissary now felt himself, under all these arrangements, more at ease respecting the safety of the stores and provisions under his charge.",relief
"With the departure of the British fleet and army from the South, all fear of further invasion was over, and the little town of Edenton settled down to long years of peace and happiness.",relief
Steve lay over on his back on the water with a great sigh of relief as the men began hauling the other boy toward the deck.,relief
"The gust of perfumed air, laden with the rich aroma of fresh-mown hay, is soothingly invigorating.",relief
"Glad enough I was to get below into the fo'lk'sle for supper, and a brief rest and respite from that cruelty on deck.",relief
"The quiet was delightful; peace and beauty filled one, and I felt a great sense of happiness pass into me, like some subtle liquid permeating every corner of my soul.",relief
"Watching the removal of the prisoner as he spoke; when the door closed on him, letting his head fall on the pillow with a sigh of relief.",relief
"It was a comfort, anyway, to find that she did not care as much as she did at first.",relief
He then invited me to come that afternoon to his piano class and I left very much relieved at the outcome of my visit.,relief
Something in the sudden quiet of the way she lay filled him with a tranquil joy.,relief
The sorrow is all gone and in its place has come a peace as deep and calm as the sea.,relief
The report of my rifle had an almost instantaneously calming effect on Khartoum.,relief
"Now all had passed and she sighed with relief, for among them there was no Caleb.",relief
"he said with a sigh of relief, and the lines in his face grew less deep.",relief
And he returned to his own room with a curious sense of peace.,relief
"Mercifully, when we rise from the table I am dismissed to much-needed repose by the Empress, and bow my way through the door out of the confused blur into which the lights and the people’s faces are beginning to merge.",relief
"I am dismissed from the parlour; and, as Griffiths tells them, am at rest.",relief
"Nothing in any way unusual, however, occurred; and being reassured by this, and feeling an irresistible charm in the music, I finished the suite with more appearance of ease.",relief
"He drew a long breath, to end up with a satisfied sigh.",relief
And all this seemed so reasonable that Mr. Grubb felt his heart's weight somewhat lightened.,relief
"Her enemies were silenced, her mother-in-law contented, and she herself for a time was happy.",relief
They were all glad enough to rest that night around the campfire.,relief
Clay drew a long sigh of relief as the boy disappeared in the direction of the boat.,relief
Almost at once I was gladdened and relieved by seeing the sweet face break into one of its lovely smiles.,relief
"So, as the little horse beneath her scrambled eagerly up the slants, the peace of the waiting hills fell upon her with healing and the sadness eased away.",relief
It is the very place for you; so much moderner and pleasanter and lighter than your chambers.”,relief
"It was a relief to reach the open air, and they carefully studied the sloppy snow.",relief
"They started back, and felt relieved when they were out of sight of the sinister eyes.",relief
"It was something of a relief to them when they reached the homestead, and saw their young charge taken over by Billy.",relief
"It gives, therefore, joy, freedom, contentment, inner and outer rest, peace with the world.",relief
"Supper done, I lit a cigar and leant back against the wall, enjoying many delightful sensations all together--warmth, rest, and hunger satisfied, and the subtle fragrance of that friend and comforter, divine tobacco.",relief
At the end of five minutes he started the engine again and heaved a little sigh of relief.,relief
"After this he gave them presents, and dismissed them very happy and contented.",relief
"To know he did not suffer as some have to, is a great relief.",relief
"That suits me O.K., because I won't have to chase after him.""",relief
With a sigh of relief that was almost audible the two rode into the village and the Austrian lines.,relief
"Soothed by this assurance, the old man settled back in his seat and finally went to sleep.",relief
"concluded the Princess, 'how delightful it is once more to be able to sit still in peace.",relief
"And the two returned contentedly to their old playground, only too glad to feel the security of familiar sights and sounds.",relief
"It will do me good, sir; it will relieve my mind, and be a comfort to my troubled spirit.""",relief
"crawled out to lie in the grass under a great tree, and exult in room and freedom and rest.",relief
"Calm after storm--contentment after pain-- Soft sleep to some tempestuous, burning brain-- The soothing harbour after foamy seas-- The gentle feeling of a perfect ease-- All, all are mine--though yet by gusts distressed!",relief
"Gaining the street entrance, he drew an immense sigh of relief, opened it eagerly and fairly leaped outside to the steps.",relief
As they flew past it she sank into her seat with a satisfied sigh.,relief
"It was a sentiment of friendly ease, that seemed to bring with it a great relief from tension.",relief
"The light, warm touch soothed the fettered prince of the desert, and, rubbing his brow against Melissa’s round arm, he muttered a low, contented growl.",relief
"to reach that ship which moved on so majestically, to enter there and be at rest!",relief
"The offer appeared a good one, and relieved Captain Jasper's mind greatly.",relief
"Forgiving, enduring love alone is sweet and blissful; it enjoys peace and the consciousness of God's favour.",relief
It was with a sigh of relief that the American turned the car into the dark shadows beneath the overarching trees of the first cross street.,relief
"He was thus in the happy position of being in request with both sides, while himself free from all immediate danger.",relief
I tore back the board and fell on the heath with one shuddering breath of relief.,relief
By the time the servants had finally left the room I felt like a purring cat whose fur has been all stroked the right way--at peace with the world.,relief
"The jailer joyfully accepted the proffered Deliverer; and felt that, resting on this Rock of Salvation, he was at peace.",relief
"Then in an instant the faces relaxed, there was a general buzz of relief, and we were back at “Mes enfants” again.",relief
"With a mind at ease, I spent the day wandering round town, got a skiff and pulled up the Inlet, and otherwise enjoyed myself in my own way.",relief
"It is a comfort in every case to know of your being better, and Hastings is warm and quiet, and the pretty country all round (mind you go and see the 'Rocks' _par excellence_)!",relief
"Now, after an hour or two of rest, she felt better and was about to retire.",relief
"Nevertheless the owl's tactful words soothed him, and he felt quite satisfied to leave things as they were.",relief
"Well, it is all gone,--all the fear, the dread of the unknown, the unhappiness, and the temper, and I am happy for the first time in my life!",relief
"They are now tranquil, and happy, and contented, conscious of their welfare and feeling a salutary and rapid circulation of the products of home manufactures and home industry throughout all their great arteries.",relief
"Frank had his darling wish gratified, and Mother and Father looked so well and happy because their burdens were lightened.",relief
"What a rest it was after the excitement and rush of our busy twenty-four hours in Canton to glide with quiet, easy motion, down the Pearl River as the sun was setting.",relief
"It was a great relief to arrive at last at that pause when she could say to her aunt, “Now, dear?” and rise and hold back the curtain through the archway.",relief
"Whereupon, greatly relieved, assured now that everything was all right, I held out my hand for both letters and wallet.",relief
"He got to the corner almost simultaneously with the car, hailed it and jumped on with a sigh of relief.",relief
"The treatment which he received from the Earl of Danemore, indeed, was in all respects consolatory.",relief
But she felt happy and in a way comforted among these people.,relief
It was a relief to them when supper was over and the bishop and his principal guests retired to a private room.,relief
"Nietzsche discovered this remote Switzerland and derived an unexpected comfort from the light and pure quality of the air, and the kindly light of the meadows, which soothed his worn-out eyes.",relief
"It was a relief to think of Grimké in his grave, escaped from the hell in which we were pent.",relief
"It had, however, an air of supreme comfort to the famishing newcomers, and after the first few minutes they found it delightfully warm.",relief
"The wind had died away upon the plain, the sand no longer troubled us, the sun was shining warmly, so after our long journey we were rewarded by a most refreshing sleep.",relief
Tom also departed from the immaculate decks with a feeling of genuine relief.,relief
"All military duties being necessarily abandoned, it was a season of welcome rest to all.",relief
"eased a fretted brain, And in a moment charmed my cares to rest.",relief
Yolande gave a sigh of relief and settled herself down for entertainment.,relief
"He fell back on the pillows, unstrung after his excitement, but somewhat relieved.",relief
Mr. Butterby nodded with satisfaction: matters seemed to be taking a more reasonable turn.,relief
"After the meal the explorers stretched out on the now cool sand, glad of a chance to rest their tired limbs.",relief
"Glad to have got that matter settled up,"" and out he went, and down the street, important, smiling.",relief
"The soldiers, leaning against their shelters, were enjoying fresh air in relative tranquillity.",relief
It relieved him considerably to recollect that the Harem had gone to Ausone.,relief
He felt reassured on finding the ladder rolled up in its accustomed place.,relief
"It is a lofty, pleasant room, and in spite of its bare, uninhabited look, has an air of brightness and repose.",relief
"His heart was now at ease: he came home, after his day’s work at the counting-house, with an open, cheerful countenance; and Ellen was perfectly happy.",relief
"As I walked I felt a sense of lightness, of relief from depression.",relief
"The gay _insouciance_ of their expressions, the daintiness of their poses, the beautiful and suitable color of everything give me a sense of satisfaction and repose.",relief
"The sun came out, the people set up their flattened lodges, and all were once more happy.",relief
"The soft wind of spring was blowing sweetly over the fresh green fields, and there was about the place an air of repose and dignity most refreshing to the spirit.",relief
"It's pleasanter for all on the Farm when Missus is left to go her gait regular, without hindrance from any.",relief
"Now, when you've given me the other packet, which you hid so marvellously, I can go away happy.""",relief
"she exclaimed, pushing dark hair back from her broad low forehead, ""It feels good to relax.",relief
"my mind's relieved on that point,"" announced Jim, wiping his face with one hand and shaking the other after the retreating dust.",relief
"The cab drove away with them, and Mr. Greatorex returned to the dining-room with a relieved heart.",relief
"It was a nice theory, and it was even comforting in a way.",relief
"She had slept profoundly, overwearied with her pilgrimage, and soothed by that deep lulling sense of quiet which comes over one, when, after long and weary toils, some auspicious goal is at length reached.",relief
"Or he would drop to sleep in his chair, and sleep most the hull evenin’ he felt so contented and happy in his mind.”",relief
"You can be entirely reassured now, and I shall leave you feeling reassured.",relief
"The spectacle satisfied her, soothed her, and seemed to explain the attractiveness of Mr. Cannon.",relief
"I had what I wanted at last, and having marked well the spot where he lay, I heaved a sigh of satisfaction and started for camp.",relief
I have no trouble now; I am perfectly happy; I do not know what trouble is any more.,relief
Now that he had got over the difficulty of the meeting he enjoyed his sense of security.,relief
"It made him feel better to know they'd failed where he was concerned, and his resentment abated somewhat.",relief
He was relieved to learn that it would reach there by noon.,relief
I am rejoiced to hear that your wife is less disturbed in health and that your anxieties are somewhat appeased.,relief
"Lord Colambre went to his own room, locked the door, and was relieved in some degree by the sense of privacy; by the feeling that he could now indulge his reflections undisturbed.",relief
"Here at least we have a comparatively solid platform beneath our feet, and we are relieved from the incessant dread of being carried down with a foundering vessel.",relief
"A smile crossed her face, and Farradyne realized that she had dozed off in an ecstasy of relaxation.",relief
"Refreshed by a couple of hours' peace and solitude, she repaired, about seven o'clock to Lady Gordon's dressing-room, and found her busy with her toilette.",relief
"The change has done Mamey a world of good, and I have begun to sleep again.",relief
"Let _them_ be removed, and we will be happy and contented among ourselves.",relief
"This was a great comfort, affording a sense of security, which the reputation of the levee made important.",relief
"It had a good dry attic smell, and there was coziness and comfort in the sound of rain on the roof.",relief
"Far from objecting to all this, it filled him with delighted complacency.",relief
"Then, relieved, “And, of course, the Petches have William to fall back on.”",relief
It was as though some heavy burden had been lifted from her.,relief
After it was all over Prince Ludwig’s grim and leathery face relaxed into a smile of satisfaction.,relief
"He disappeared, leaving a ray of warmth behind him, and Faxon, relieved, lit a cigarette and sat down by the fire.",relief
"Once more Judith leaned at the window, glad of the cold air.",relief
"You are somewhat relieved when this gentleman assures you that everything can be arranged, and that there is nothing to prevent your attending the party,--and in a high hat too.",relief
Thy marriage has removed the last trace of anxiety from my mind; I can await my end in peace.,relief
"Her eyes rested on the dark cavern which was the fireplace; and there fell upon her a sweet sense of completed bliss, as if it were alight and she could watch the dancing flames.",relief
And a sigh of sheer relief was caught in the folds of her nightgown slipping over her head.,relief
"It's suddenly as if you're looking down at the sky and you're lying on a ceiling by some reverse process of gravitation, and everything is absolutely pleasant.",relief
"It was a relief to him when the coach rattled through Islington, and in a few minutes had landed him at the ‘Angel.’",relief
"We agreed, and by the evening train out came a bright, smiling little man called Wing Long, and we found at once comfort and peace.",relief
"They seemed contented and happy there, alone, with their fire in the chimney.",relief
"The loving touch of little hands, the pleasure of seeing the gay contentment of her well-ordered charges, began to lighten the girl's heart at last.",relief
"There was comfort in that, small as it was: perhaps after all there was no shame attached to him.",relief
"The soft lull of somnolency came at length to my relief; and I began to nod my assent, much to my tormentor's gratification.",relief
"There, firmly staking the Mayeta upon her soft bed of mud, secure from danger, we enjoyed a peaceful rest through the calm night which followed; and thus ended the rough passage of one week's duration -- from Quebec to Sorel.",relief
"I am simply a Brother--and I am content,"" he said, with a strange look of peace and resignation.",relief
"They had left the gate unlocked, and I drew in a long breath of relief when I was on the other side.",relief
Philip on his side was greatly relieved to find that it was no worse.,relief
"The 25th, our flyboat and the rest of our planters arrived all safe at Hatorask, to the great joy and comfort of the whole company.",relief
"She turned to her work again without further complaint, almost with a sense of relief.",relief
"I am so relieved that you have not been garotted, or blown into the bay.",relief
"Thankful was I when I felt sleep stealing on me at last.""",relief
The air of repose which rests on these little secluded capitals has something--to me at least--inexpressibly pleasurable.,relief
Then with a sigh of relief he ran into the yard of a silent sawmill and they were at home.,relief
"Seeing no one, he breathed a sigh of relief and entered the hearing room.",relief
"It is so easy to reach, so responsive to every mood, so stimulating, uplifting, abstracting, and infinitely consoling.",relief
"Having been doubled up in the canoe for all this distance, landing on terra firma, and being able to stretch one's legs, seemed quite a relief.",relief
He was greatly relieved to know that his antagonist had already achieved so comfortable a reputation.,relief
"We made a joke of the matter; and we could well laugh, for our minds were not a little relieved by its ridiculous termination.",relief
The very consciousness of her nearness to Jeffray filled her with contentment.,relief
"I accepted the kind advice of Michael, ate a little breakfast and felt better.",relief
"It is a relief to know that there are no broken promises, and no accumulation of debt, involved in my failure to remit.",relief
"For the first time in more than three wakes, we can all breathe freely again.",relief
"It was a relief to be out of the scented atmosphere and in an ordinary, square hall, which had a billiard-table in the centre.",relief
"As the door closed, Sylvia sighed a long sigh of relief, and folding her arms under her head drifted away into the land of dreams, where ennui is unknown.",relief
"Flora, relieved, got clear away to her room upstairs, and shutting her door quietly, dropped into a chair.",relief
"She led the way into the room, gave Harry a comfortable chair, and sat opposite to him, folding her plump hands on her lap, and heaving a sigh of satisfaction and relief.",relief
"The lovely head sank upon his breast, the lips parted in a happy smile, and with a faint sigh of contentment, bade farewell to earthly care.",relief
"For a moment, lying there listening to the crackling of the fire in the stove below their room, she felt all comfortable and happy.",relief
"This relieves, somewhat, the anxiety under which we have been suffering and makes us think that we would enjoy a game of checkers once more.",relief
"Allen laughed as he pulled out his watch, his mind easier and his heart lighter than it had been for months.",relief
"Never was I so glad to reach a resting-place, never so relieved, as when we got our baggage and our sick man safely on board.",relief
"With that the trap turned into the wide open gates of the manor, and Joan, seeing the old house, was conscious of a quick rush of contentment.",relief
"When I found myself bundled up in Father's old ulster, again beside him in his automobile, flashing through the cool night air, a great wave of relief ran over me.",relief
How good it felt to be free and know that he could do just as he pleased!,relief
"A breath of the Eternal was wafted over me, a peaceful rest flowed into my troubled heart, filled my gaze, and calmed my emotions.",relief
"Gottlieb gave a long sigh of relief as he realized this comforting fact, and at the same time thought of his own great store of honey-pots--there were hundreds of them now--all ready and waiting to his hand.",relief
"My enjoyment was like a dream, it was so concentrated and so tranquil.",relief
It pacified Tetlow; it lightened his own sense of guilt; it gave him a respite.,relief
"But I enjoy the easier, lighter feeling of being out of England.",relief
"That accursed detective, it seemed, had been thrown off the scent, and that, at any rate, gave a night’s respite.",relief
"she said, stretching her arms above her head with a delicious sense of freedom.",relief
"Nancy breathed a sigh of relief, as the talk lapsed into her mother tongue.",relief
"I have peace already, the ancient peace of the forests as sweet as the breath of God.",relief
"One day we were at great peace, because the weather was beautiful and the water in the well diminished.",relief
"His tears had calmed him and produced a certain peace in his mind; sorrow and joy had ceased, and his soul felt in equipoise.",relief
"They went instinctively toward the woods; and when the shade of the trees was once reached, how the two revelled in their freedom!",relief
The tension of endeavor was relaxed; a spirit of peace and gayety was in the air.,relief
Rodney felt relieved when the coachman banged the door of the carriage and mounted to his seat and drove off.,relief
"After supper to bed, being very sleepy, and, I bless God, my mind being at very good present rest.",relief
But she needn't be so hard about a fellow getting a drop; it's a great comfort.,relief
There is a coolness as well as a repose about the spot that makes us loiter.,relief
"These clouds soon moved on, and we were relieved from the dread of additional mud.",relief
"The dim and homely room seemed full of a quiet dignity, a pervading restfulness that was clean and good.",relief
"It gives me comfort to think, what sweet freedom of spirit I have enjoyed, when opening the scriptures in your Ladyship’s house.",relief
"It pacified me, in fact, so much, that I did not raise an alarm.",relief
"And the Major was mollified at once, the two (as I said) being old friends.",relief
"Beef and mutton, when not cut in Alpine chunks, are comforting, and with mustard duly applied, grateful as well.",relief
"The three girls heaved a vast sigh of relief when Miss Drummond, after a tour of inspection into the kitchen and scullery, departed, expressing satisfaction both with the dinner and with the general neatness and order of the establishment.",relief
It was some comfort to have that definite thing to see to.,relief
"She smiled back at him, reassured by his confident manner, and together they entered a lower compartment of the ship.",relief
"Then they remembered that Mother Bear was only a little way off, and at once they felt better.",relief
"All is noiseless, perfect, soothing, beyond description, and yet so natural that he cannot feel as though it gave the least thought or trouble, nor as if it were all skilfully prepared for his especial benefit.",relief
At last the members of the billeting party were sighted--here at last was rest and sleep....,relief
"An overwhelming depression settled upon Harry Baggs, a sense of irremediable loss.",sadness
"The task is done, the spell is cast, And, left in silent loneliness, The o'erwrought spirit breaks at last, Her hands her throbbing temples press, And tears are gushing fast and bright, Down those small palms and fingers slight.",sadness
"And then she was gone, and he had a sense of loss and depression.",sadness
A great depression has been the result and I now feel a most disquieting lassitude.,sadness
"In despair, disconsolate, Then he raised his paws in air, And with sobs and groans at length Thus his mournful plaint he made:",sadness
"And as Richie found himself in the midst of the prison, a sinking of the heart--a feeling of loneliness and desolation came over him, and he exclaimed,",sadness
"Ah, the desolated cottage, Ah, the sad and doleful maidens, Ah, the weeping, wailing maidens—",sadness
"For loss of lover mine and stress of love I dree, ✿ I stood bewailing self in deep despondency.",sadness
"She only was exiled, and returned to her stone palace, alone, hopeless--with infinite desolation in her heart.",sadness
"There's a lonely grave somewhere, Where our dear and brave boy sleeps; There's a little home in England, Where mother and all of us weep.",sadness
And all that time an undercurrent of depression was running riot in her heart.,sadness
"For I stood afar at the gate, And there came from within a cry, And wailing desolate.",sadness
"The sky is dead; its beauty all is gone, Oh, weep, ye clouds, for my dead love!",sadness
"Silence is o'er thy plains; Thy dwellings all lie desolate, Thy children weep in chains.""",sadness
"Through room after room she wandered with a sense of loneliness and desolation and desertion such as never before had she known, even in her worst dreams.",sadness
"Where the fane of Hathor Iowereth, And the black Myrike embowereth, Weepeth one her life gone by; Over young, oh death, to die!",sadness
The Marquis set foot on his native soil with a distinct feeling of depression.,sadness
"Darkness closed in on the empty plain, the wind stung her face, the loneliness grew intense, and she began to shiver in a mood of black depression.",sadness
"Thou look'st as a lorn maid beside some stream, That sighs away the soul in fond despairing, While sorrow sad, like the dank willow near her, Hangs o'er the troubled fountain of her eye.",sadness
Yet he was often swept by uncontrollable waves of melancholia and despondency.,sadness
"And now, like the spendthrift forsaken, By those whom his bounty had blest, All empty, and cold, and despairing, It shrinks in my desolate breast.",sadness
"It was then that I was overcome by despondency, the hopelessness of my situation weighing my spirits down.",sadness
"The minister went back to his own retirement with an aching heart, utterly dejected and depressed.",sadness
"Endless desolation spread away on every side, empty, flat, filled with an infinite melancholy.",sadness
"As for myself, since I behold you no more, I am like a father bereft of his children, like a traveller who wanders over the earth, desolate and alone.""",sadness
"Where wert thou, unsleeping Exile from the throne, In watch o'er the weeping, The sad and the lone.",sadness
I do not blame men and women who give way to despondency under pressure of griefs which have staggered me.,sadness
"Sleep thou, my babe; and sleep, thou bitter sea; And sleep, O grief, within the heart of me.",sadness
From that moment I have been as depressed and desolate as if a great misfortune had befallen me.,sadness
"And she felt sad, deserted, lonely, estranged from him and bitter because of the estrangement; she felt ready to weep, to sob; and, strange to say, in her bitterness she thought of _him_, of her husband, with his handsome face.",sadness
"O little shepherd boy, what sobs are those That shake your slender shoulders, what despair Has run her fingers through your rumpled hair, And laid you prone beneath a weight of woes?",sadness
"hard hap had I Those dolours here to find, A living death, in hell I lie, Involv'd with grief of mind.",sadness
"And then, recalling the scene of the past night, a great wave of unhappiness, pure and simple, of immense disappointment, immense self-disgust broke over him.",sadness
"And so they had gone, and Wantley, turning away, back into the hall, felt a great depression--a feeling of utter weariness--come upon him.",sadness
"In despair, I sank down upon a seat, my face buried in my hands, my spirit a prey to the darkest melancholy.",sadness
I looked out across the park and a certain feeling of depression stole over me.,sadness
"Dole and despair henceforth be thy delight, Wrapped now in present and woes to come, To wail the day and weep the weary night; And from this time henceforth I strike thee dumb.",sadness
"And now he is flown and has left me alone To brood in bereavement and woe, And I hang like a pall while the rain-drops fall Like tear-drops steady and slow.",sadness
I became horribly despondent--like an outcast who suddenly realizes the whole world is alien.,sadness
"But now an enemy he had never encountered before--a sense of loneliness and desertion and helplessness, rising to utter desolation, all at once assailed him.",sadness
"When I am parted from my Beloved, my heart is full of misery: I have no comfort in the day, I have no sleep in the night.",sadness
"Then an extreme depression came upon him, and showed itself in his face.",sadness
"those days are over, dear, And you and I are sadly parted; No longer make we merry cheer, But wander lonely, broken hearted; For life is sad and dark to me, So far from happy Arcady.",sadness
"May dire remorse and anguish haunt thy throne, And gender in thy bosom fell despair,-- Despair as deep as mine!",sadness
"You do not know that I am through grief lamenting like one deserted.""",sadness
"A fit of dejection had seized me, and I could think of nothing but Jane Ryder.",sadness
"I was again enclosed in the now solitary chamber, and I will own that I felt a certain depression of soul.",sadness
A frightful sense of depression fell upon me--What could it possibly be--?,sadness
"He opened his eyes feeling depressed and weary, with his life an empty hull.",sadness
"Who in his chamber sitteth lonely, And weepeth heavy, bitter tears; To whom in doleful colours, only Of want and woe, the world appears;",sadness
"Hecuba sad, disconsolate, and captive, When lifeless she beheld Polyxena, And of her Polydorus on the shore",sadness
"Are thy kindred lowly lying In the cold and silent tomb, Heedless of thy plaintive sighing, Heedless of thy grief and gloom?",sadness
"I see nothing before me but darkness, and there is nothing within my soul but desolation and bitterness.",sadness
"He was encompassed by a general sense of desolation, springing from the loss of his money, which was pierced every now and then by a strange sense of guilt.",sadness
"Downhearted, despairing, her lover gone, hopes vanished, she remains with bowed head while the dying officer is carried away.",sadness
Renford and he went over to school that morning with long faces and a general air of acute depression.,sadness
"No sooner, however, was he inside than a great depression descended upon him.",sadness
"Sad eyes behold thee, and angels are weeping O'er thy forsaked and desolate sleeping; Art thou not indolent!--Art thou not lost?",sadness
"She had fallen into the ""Slough of Despond,"" and was experiencing that depression which usually follows overwrought emotional states, and--her knight had disappointed her.",sadness
"So I turned home the way I came, With downcast looks and heavy heart, A guilty thing and full of shame, With a dull grief that had no smart.",sadness
"I lost my child, and the desolate heart of the forsaken, is now doubly desolate.'",sadness
"Grief has entered my body; I fear death, and lie outstretched upon the ground.’ ”",sadness
"And shall I, if ye sail away from me, sit down and weep for that I am left alone and solitary?",sadness
"He had laid that feeling of loneliness, that depressing sense of isolation, to being a stranger, to living under a sodden, weeping sky that never cleared to let him see the blue.",sadness
"O, very gloomy is the House of Woe, Where tears are falling while the bell is knelling, With all the dark solemnities which show That Death is in the dwelling!",sadness
"Is life a bane to thee, and fraught with tears, That thus forlorn and sad thou dost confer With ghosts and shades?",sadness
"And now I feel I am an orphan, I cry as I write--never before have I cried so unconsolably and in such bitter despair.",sadness
"All the long summer day I sit weeping Under the oak tree, near my earthly cave, And there may I long weep.",sadness
"Ah, how unhappy I shall be when I am no longer with you!” His voice trembled and tears rose to his eyes.",sadness
He was vanquished and I was more deeply depressed than I had ever been in my life.,sadness
"But Anne, practically alone in the world as she now found herself to be, was suddenly aware of a great sense of depression.",sadness
"Ah, friend, am I grown light-headed with the lonely grief of the night, That I babble of this babble?",sadness
Let us seek out some desolate shade and there Weep our sad bosoms empty.,sadness
"Look right, look left, I dwell alone; I lift mine eyes, but, dimmed with grief, No everlasting hills I see; My life is in the falling leaf.",sadness
"I uttered a groan, and down came the horrible feeling of depression again--a feeling I now knew to mean despair.",sadness
"Tears from mine eyes Are falling as the rain from heaven falls, And I am destitute and full of woe.",sadness
"Again I laid my head down, thought of my wife and children, and abandoning myself to despair, I wept bitterly.",sadness
"And you were away all day, and I felt awfully depressed and lonely.",sadness
All hands were greatly depressed by the calamity that had overtaken them.,sadness
"You are a sky of autumn, pale and rose; But all the sea of sadness in my blood Surges, and ebbing, leaves my lips morose, Salt with the memory of the bitter flood.",sadness
Both of us were very much depressed by the death of our friend.,sadness
"I leave the place to-morrow; and such is the instinct for permanence in the human mind, that I feel depressed and melancholy, as though I were leaving home.--Ever your affectionate,",sadness
"Begone and have done, and go down and be dead Deep drowned in your sea of tears!",sadness
She was left behind; she could follow but not accompany the flight of his fancy; and a sense of lonely desolation chilled the hot heart-blood with a depression the like of which she had never before known.,sadness
"It was a cruel disappointment and he sat down in black dejection, looking heavily about.",sadness
"There was a feeling of despondency throughout the community, and people were divided as to the cause of the general depression.",sadness
"May that fair bosom never know What 'tis to feel the restless woe, Which stings the soul, with vain regret, Of him, who never can forget!""",sadness
The darkness of despondency gathers day by day; the hand of despair weighs heavier.,sadness
"I haven't been over there to-day,"" wound up the bird, ""they are all so miserable and tired, it gave me the blues yesterday.""",sadness
"The more I listen the sighs, The mourning and the dearth, The deeper my heart cries Over this wounded earth.",sadness
"Meanwhile in Thomas himself, as he stood there, the sense of complete desolation filled his breast almost to bursting.",sadness
"It was gone.... And, collapsing into a chair, she uttered a suppressed cry of despair, put her hands before her face and sobbed, restraining her despair before all those people, dully, as from a stifling throat.",sadness
"I felt a mournful sinking at the heart, and muttered: ""I shall never see my friends again--never, never again.",sadness
"Then suddenly I became aware that the setter was neither in my hand nor my pocket, and the abomination of desolation descended on me.",sadness
"For a great depression was upon him, a weariness of spirit which might be felt.",sadness
"Extreme depression of mind, and a disposition to shed tears from morning to night, developes itself at the same period.",sadness
"Unhappy he--and mournful is his doom-- Who suffereth the pangs of jealousy, In whom nor strength nor judgment findeth room,",sadness
"in churchyard bleak she's lying, And dearest joys are gone to come no more: Like yonder wave, for absent sunbeam sighing, My heart with grief is breaking on life's shore.",sadness
"Sick of the world, and all its joys, My soul in pining sadness mourns; Dark scenes of woe my mind employs, The past and present in their turns.",sadness
It is already more than a week that I feel depressed in spirit.,sadness
He goes away and I begin to have that feeling of lonesome desolation I have already attempted to describe.,sadness
"After this I never felt the same; I was depressed, and a prey to gloomy forebodings.",sadness
"The death of my dearest wife, Louise, has left me desolate beyond expression, and there is no home for me any more on earth, since she has gone.",sadness
"Where did my Darling go, alone, penniless, friendless, that gloomy night?” sobbed the mother.",sadness
Ye shadows which do creep into my thoughts-- Ye curtains of despair!,sadness
"I remember her coming one evening into my Chelsea study in a mood of depression, baffled by life’s insoluble mysteries.",sadness
